,V,I,SOC
447,3.678075,0.0,0.4864413450867783
448,3.67792,0.0,0.4864413450867783
449,3.678075,0.0,0.4864413450867783
450,3.678075,0.0,0.4864413450867783
451,3.678231,0.0,0.4864413450867783
452,3.678385,0.0,0.4864413450867783
453,3.67854,0.0,0.4864413450867783
454,3.678695,0.0,0.4864413450867783
455,3.67885,0.0,0.4864413450867783
456,3.679005,0.0,0.4864413450867783
457,3.67916,0.0,0.4864413450867783
458,3.679316,0.0,0.4864413450867783
459,3.679471,0.0,0.4864413450867783
460,3.679626,0.0,0.4864413450867783
461,3.67978,0.0,0.4864413450867783
462,3.679935,0.0,0.4864413450867783
463,3.662419,-0.62314,0.4864413450867783
464,3.660714,-0.62407,0.4864413450867783
465,3.659939,-0.62407,0.48640632755480356
466,3.659164,-0.62407,0.48637200478825837
467,3.658699,-0.625,0.48633733450356653
468,3.658234,-0.62314,0.48630261228134425
469,3.657769,-0.62314,0.48626799366291545
470,3.657459,-0.62407,0.48623337179896586
471,3.656994,-0.625,0.48619870151427413
472,3.656684,-0.62314,0.4861643275993435
473,3.656374,-0.625,0.48612970898091457
474,3.656064,-0.62407,0.48609498702995974
475,3.655754,-0.625,0.4860603164744042
476,3.655599,-0.62407,0.4860255945234494
477,3.655289,-0.62407,0.4859898816843174
478,3.655134,-0.62407,0.4859555591886361
479,3.654824,-0.62407,0.48592088863308047
480,3.654669,-0.62407,0.48588621834838863
481,3.654514,-0.62407,0.48585154806369674
482,3.654359,-0.62407,0.485816877779005
483,3.654049,-0.62407,0.48578220722344945
484,3.653894,-0.62407,0.48574788147740333
485,3.653739,-0.62407,0.4857132111927115
486,3.653584,-0.62407,0.4856785406371559
487,3.653429,-0.62407,0.4856438703524642
488,3.636068,-1.24814,0.4856081607636968
489,3.634207,-1.25,0.4856081607636968
490,3.633122,-1.24907,0.48553802024720377
491,3.632192,-1.24907,0.48546932356572814
492,3.631262,-1.25,0.4853999313300813
493,3.630642,-1.24907,0.48533048742817153
494,3.629867,-1.24907,0.485261095192525
495,3.629247,-1.25,0.48519169699343634
496,3.628782,-1.24907,0.48512225309152673
497,3.628162,-1.24814,0.48505355586791976
498,3.627697,-1.24814,0.4849842152985362
499,3.627232,-1.25,0.4849148747291526
500,3.626612,-1.25,0.48484543082724263
501,3.679005,0.62221,0.48477390467706927
502,3.683501,0.625,0.48477390467706927
503,3.685826,0.62407,0.4848086296119652
504,3.687686,0.62407,0.48484329989665687
505,3.689236,0.62407,0.48487797018134876
506,3.690631,0.62221,0.48491264073690415
507,3.691871,0.62407,0.48494720768907007
508,3.692956,0.62407,0.4849818779737619
509,3.694041,0.62407,0.4850162007403071
510,3.676835,0.0,0.4850522581180849
511,3.67606,0.0,0.4850522581180849
512,3.67606,0.0,0.4850522581180849
513,3.67606,0.0,0.4850522581180849
514,3.67606,0.0,0.4850522581180849
515,3.676215,0.0,0.4850522581180849
516,3.67637,0.0,0.4850522581180849
517,3.676525,0.0,0.4850522581180849
518,3.67668,0.0,0.4850522581180849
519,3.676835,0.0,0.4850522581180849
520,3.67699,0.0,0.4850522581180849
521,3.677145,0.0,0.4850522581180849
522,3.6773,0.0,0.4850522581180849
523,3.677455,0.0,0.4850522581180849
524,3.67761,0.0,0.4850522581180849
525,3.677765,0.0,0.4850522581180849
526,3.67792,0.0,0.4850522581180849
527,3.660249,-0.62407,0.4850522581180849
528,3.658854,-0.62407,0.4850522581180849
529,3.657924,-0.62407,0.48501793237203883
530,3.657304,-0.62407,0.4849836096054938
531,3.656839,-0.62314,0.4849489393208019
532,3.656219,-0.625,0.4849132824061666
533,3.655754,-0.625,0.4848785604552116
534,3.655444,-0.62407,0.48484383850425683
535,3.655134,-0.62407,0.48480916794870127
536,3.654824,-0.62407,0.48477449495537217
537,3.654514,-0.62407,0.4847401719179635
538,3.654204,-0.62407,0.4847055016332716
539,3.653894,-0.62407,0.4846708313485797
540,3.653739,-0.62314,0.4846361610638878
541,3.653429,-0.62407,0.484601542445459
542,3.653274,-0.62407,0.4845668721607673
543,3.652964,-0.62314,0.48453254614385755
544,3.652809,-0.625,0.48449792752542875
545,3.652654,-0.62407,0.48446320557447375
546,3.652344,-0.62407,0.4844285350189182
547,3.652189,-0.62407,0.48439386473422646
548,3.652034,-0.62407,0.48435919444953457
549,3.651879,-0.62407,0.48432487168298943
550,3.651724,-0.62407,0.48428915911472126
551,3.651569,-0.62407,0.4842544885591657
552,3.634053,-1.24907,0.48421981827447363
553,3.632192,-1.25,0.48421981827447363
554,3.631262,-1.24814,0.4841496777579808
555,3.630332,-1.24907,0.4840810322248904
556,3.629402,-1.24907,0.4840116399892439
557,3.628782,-1.24907,0.48394224775359707
558,3.628007,-1.24907,0.4838728549758192
559,3.627387,-1.24907,0.48380346274017255
560,3.626922,-1.24907,0.48373407050452605
561,3.626302,-1.24907,0.48366536785960845
562,3.625837,-1.25,0.48359597616609273
563,3.625217,-1.25,0.4835265317216484
564,3.624752,-1.24907,0.4834570878197388
565,3.677145,0.62221,0.4833856148850206
566,3.681641,0.62407,0.4833856148850206
567,3.683966,0.625,0.4834206326878592
568,3.685826,0.62407,0.48345500687405707
569,3.687531,0.625,0.48348967715874897
570,3.688926,0.62407,0.48352439883843645
571,3.690166,0.625,0.48355906939399207
572,3.691251,0.62407,0.48359379432888794
573,3.692336,0.625,0.4836284648844435
574,3.674975,0.0,0.48366422768826284
575,3.674355,0.0,0.48366422768826284
576,3.6742,0.0,0.48366422768826284
577,3.6742,0.0,0.48366422768826284
578,3.674355,0.0,0.48366422768826284
579,3.67451,0.0,0.48366422768826284
580,3.674665,0.0,0.48366422768826284
581,3.67482,0.0,0.48366422768826284
582,3.674975,0.0,0.48366422768826284
583,3.67513,0.0,0.48366422768826284
584,3.675285,0.0,0.48366422768826284
585,3.67544,0.0,0.48366422768826284
586,3.675595,0.0,0.48366422768826284
587,3.67575,0.0,0.48366422768826284
588,3.675905,0.0,0.48366422768826284
589,3.67606,0.0,0.48366422768826284
590,3.676215,0.0,0.48366422768826284
591,3.658699,-0.62314,0.48366422768826284
592,3.656994,-0.62314,0.48366422768826284
593,3.656219,-0.62407,0.48362960879937394
594,3.655444,-0.62407,0.48359493851468205
595,3.654979,-0.62407,0.4835602682299903
596,3.654514,-0.62407,0.48352559821616214
597,3.654049,-0.62407,0.4834909279314704
598,3.653739,-0.62407,0.48345660191456064
599,3.653274,-0.62407,0.4834219316298688
600,3.652964,-0.62314,0.4833872613451769
601,3.652654,-0.62407,0.483352642456288
602,3.652499,-0.62407,0.4833179721715961
603,3.652189,-0.62407,0.4832833018869044
604,3.651879,-0.625,0.48324897912035925
605,3.651724,-0.62221,0.4832132127900641
606,3.651414,-0.625,0.4831786458378982
607,3.651259,-0.62407,0.48314392415821067
608,3.6509489999999998,-0.62407,0.483109253873519
609,3.650794,-0.62407,0.4830745833179634
610,3.650639,-0.62407,0.48303991303327154
611,3.650484,-0.625,0.4830055899958626
612,3.650329,-0.62407,0.48297086804490785
613,3.650174,-0.62407,0.4829361980310797
614,3.650019,-0.62314,0.48290152747552406
615,3.649709,-0.62407,0.48286690561157447
616,3.649554,-0.62407,0.4828322353268826
617,3.649399,-0.62407,0.48279791256033755
618,3.649399,-0.62407,0.4827632422756457
619,3.649089,-0.625,0.4827285719909538
620,3.649089,-0.62407,0.4826938500399988
621,3.648934,-0.625,0.48265917948444326
622,3.648778,-0.625,0.4826244575334885
623,3.648623,-0.62407,0.48258869147446076
